state,date,population,lpg_stock,water_level,food_stock
Uttar Pradesh,2024-01-13,37525437,4127,67,47586
Uttar Pradesh,2024-01-14,37525437,4576,67,45679
Uttar Pradesh,2024-01-15,37525437,4904,69,47888
Uttar Pradesh,2024-01-16,37525437,4190,62,47924
Uttar Pradesh,2024-01-17,37525437,4854,71,44552
Uttar Pradesh,2024-01-18,37525437,4557,71,46181
Uttar Pradesh,2024-01-19,37525437,4530,63,46508
Uttar Pradesh,2024-01-20,37525437,4328,65,45240
Uttar Pradesh,2024-01-21,37525437,4940,64,46937
Uttar Pradesh,2024-01-22,37525437,4424,62,45471
Uttar Pradesh,2024-01-23,37525437,4202,61,47219
Uttar Pradesh,2024-01-24,37525437,4480,68,44710
Uttar Pradesh,2024-01-25,37525437,4449,66,47894
Uttar Pradesh,2024-01-26,37525437,4889,67,47474
Uttar Pradesh,2024-01-27,37525437,3967,62,46949
Uttar Pradesh,2024-01-28,37525437,4823,69,48213
Uttar Pradesh,2024-01-29,37525437,4408,70,47233
Uttar Pradesh,2024-01-30,37525437,4690,63,47241
Uttar Pradesh,2024-01-31,37525437,4062,66,44845
Uttar Pradesh,2024-02-01,37525437,4286,70,47020
Uttar Pradesh,2024-02-02,37525437,4910,70,47717
Uttar Pradesh,2024-02-03,37525437,4130,69,47119
Uttar Pradesh,2024-02-04,37525437,4703,68,47738
Uttar Pradesh,2024-02-05,37525437,4841,70,44630
Uttar Pradesh,2024-02-06,37525437,4277,66,46221
Uttar Pradesh,2024-02-07,37525437,4286,63,46931
Uttar Pradesh,2024-02-08,37525437,4314,66,44533
Uttar Pradesh,2024-02-09,37525437,4367,65,47452
Uttar Pradesh,2024-02-10,37525437,4589,66,44932
Uttar Pradesh,2024-02-11,37525437,4672,63,44507
Uttar Pradesh,2024-02-12,37525437,4110,65,45929
Uttar Pradesh,2024-02-13,37525437,4330,63,45305
Uttar Pradesh,2024-02-14,37525437,4457,68,44545
Uttar Pradesh,2024-02-15,37525437,4848,70,44803
Uttar Pradesh,2024-02-16,37525437,4030,69,46765
Uttar Pradesh,2024-02-17,37525437,4679,69,47610
Uttar Pradesh,2024-02-18,37525437,4369,69,45786
Uttar Pradesh,2024-02-19,37525437,4049,65,45489
Uttar Pradesh,2024-02-20,37525437,4899,69,47133
Uttar Pradesh,2024-02-21,37525437,4580,63,48236
Uttar Pradesh,2024-02-22,37525437,4753,70,45375
Uttar Pradesh,2024-02-23,37525437,4188,67,47973
Uttar Pradesh,2024-02-24,37525437,4109,65,46165
Uttar Pradesh,2024-02-25,37525437,4421,63,46597
Uttar Pradesh,2024-02-26,37525437,4258,67,45772
Uttar Pradesh,2024-02-27,37525437,4180,67,45034
Uttar Pradesh,2024-02-28,37525437,4191,67,45546
Uttar Pradesh,2024-02-29,37525437,4944,62,47473
Bihar,2024-01-01,86037258,6681,57,20373
Bihar,2024-01-02,86037258,6306,62,20665
Bihar,2024-01-03,86037258,6551,55,21571
Bihar,2024-01-04,86037258,6320,60,21634
Bihar,2024-01-05,86037258,6764,60,22326
Bihar,2024-01-06,86037258,6437,62,23238
Bihar,2024-01-07,86037258,6917,57,22235
Bihar,2024-01-08,86037258,6329,62,23464
Bihar,2024-01-09,86037258,6674,56,21792
Bihar,2024-01-10,86037258,6496,56,20943
Bihar,2024-01-11,86037258,6450,63,20645
Bihar,2024-01-12,86037258,6589,55,21911
Bihar,2024-01-13,86037258,6667,65,23789
Bihar,2024-01-14,86037258,6600,62,20850
Bihar,2024-01-15,86037258,6507,56,20314
Bihar,2024-01-16,86037258,6235,55,21104
Bihar,2024-01-17,86037258,6081,62,23264
Bihar,2024-01-18,86037258,6286,64,21712
Bihar,2024-01-19,86037258,6170,65,24061
Bihar,2024-01-20,86037258,6675,55,20700
Bihar,2024-01-21,86037258,6388,64,22461
Bihar,2024-01-22,86037258,7004,63,22370
Bihar,2024-01-23,86037258,6846,65,24156
Bihar,2024-01-24,86037258,6474,61,21276
Bihar,2024-01-25,86037258,6986,56,20919
Bihar,2024-01-26,86037258,6210,59,20481
Bihar,2024-01-27,86037258,6161,56,22800
Bihar,2024-01-28,86037258,6129,59,23611
Bihar,2024-01-29,86037258,6210,65,20381
Bihar,2024-01-30,86037258,6208,64,22201
Bihar,2024-01-31,86037258,6136,56,23442
Bihar,2024-02-01,86037258,6513,61,23517
Bihar,2024-02-02,86037258,6573,56,21213
Bihar,2024-02-03,86037258,6280,57,23996
Bihar,2024-02-04,86037258,6194,56,22357
Bihar,2024-02-05,86037258,6270,61,23156
Bihar,2024-02-06,86037258,6418,64,22102
Bihar,2024-02-07,86037258,6339,59,21469
Bihar,2024-02-08,86037258,6420,57,22104
Bihar,2024-02-09,86037258,6126,56,22713
Bihar,2024-02-10,86037258,6857,65,21821
Bihar,2024-02-11,86037258,6580,63,21693
Bihar,2024-02-12,86037258,6304,60,21718
Bihar,2024-02-13,86037258,6877,56,23923
Bihar,2024-02-14,86037258,6438,59,22173
Bihar,2024-02-15,86037258,6046,59,20267
Bihar,2024-02-16,86037258,6299,60,23745
Bihar,2024-02-17,86037258,6457,63,23388
Bihar,2024-02-18,86037258,6664,55,22510
Bihar,2024-02-19,86037258,6226,56,23155
Bihar,2024-02-20,86037258,6884,65,20899
Bihar,2024-02-21,86037258,6391,58,22917
Bihar,2024-02-22,86037258,6841,59,22496
Bihar,2024-02-23,86037258,6607,64,22284
Bihar,2024-02-24,86037258,6470,62,21029
Bihar,2024-02-25,86037258,6684,64,20521
Bihar,2024-02-26,86037258,6843,59,23775
Bihar,2024-02-27,86037258,6728,56,23894
Bihar,2024-02-28,86037258,6227,63,21252
Bihar,2024-02-29,86037258,6053,64,23927
West Bengal,2024-01-01,148066766,6691,60,50229
West Bengal,2024-01-02,148066766,6247,54,51242
West Bengal,2024-01-03,148066766,6001,58,51047
West Bengal,2024-01-04,148066766,6606,64,52739
West Bengal,2024-01-05,148066766,6511,60,52108
West Bengal,2024-01-06,148066766,6505,54,51694
West Bengal,2024-01-07,148066766,6044,58,51681
West Bengal,2024-01-08,148066766,6778,64,52369
West Bengal,2024-01-09,148066766,5851,63,50972
West Bengal,2024-01-10,148066766,6683,64,50950
West Bengal,2024-01-11,148066766,5917,54,50296
West Bengal,2024-01-12,148066766,6451,64,50150
West Bengal,2024-01-13,148066766,6135,61,49254
West Bengal,2024-01-14,148066766,5910,60,51219
West Bengal,2024-01-15,148066766,6000,61,52270
West Bengal,2024-01-16,148066766,6039,57,52574
West Bengal,2024-01-17,148066766,6722,58,50249
West Bengal,2024-01-18,148066766,6465,62,51393
West Bengal,2024-01-19,148066766,6461,59,49485
West Bengal,2024-01-20,148066766,5984,54,52666
West Bengal,2024-01-21,148066766,6442,58,51388
West Bengal,2024-01-22,148066766,6666,59,51958
West Bengal,2024-01-23,148066766,6794,59,50077
West Bengal,2024-01-24,148066766,6451,55,49343
West Bengal,2024-01-25,148066766,6035,54,51114
West Bengal,2024-01-26,148066766,6756,62,52010
West Bengal,2024-01-27,148066766,6381,59,52176
West Bengal,2024-01-28,148066766,6307,56,48950
West Bengal,2024-01-29,148066766,6473,55,52628
West Bengal,2024-01-30,148066766,6762,56,50626
West Bengal,2024-01-31,148066766,6335,59,50647
West Bengal,2024-02-01,148066766,6477,55,51765
West Bengal,2024-02-02,148066766,6038,61,50298
West Bengal,2024-02-03,148066766,6411,55,50324
West Bengal,2024-02-04,148066766,6273,54,52129
West Bengal,2024-02-05,148066766,6797,55,52554
West Bengal,2024-02-06,148066766,5921,61,52212
West Bengal,2024-02-07,148066766,6741,59,49742
West Bengal,2024-02-08,148066766,6715,56,51744
West Bengal,2024-02-09,148066766,5982,54,49491
West Bengal,2024-02-10,148066766,6653,62,49338
West Bengal,2024-02-11,148066766,6007,62,49855
West Bengal,2024-02-12,148066766,6171,62,50973
West Bengal,2024-02-13,148066766,6553,64,51100
West Bengal,2024-02-14,148066766,6296,61,50462
West Bengal,2024-02-15,148066766,6526,54,50659
West Bengal,2024-02-16,148066766,6007,57,49344
West Bengal,2024-02-17,148066766,6005,57,49891
West Bengal,2024-02-18,148066766,6056,64,52326
West Bengal,2024-02-19,148066766,6193,62,50813
West Bengal,2024-02-20,148066766,5917,58,51168
West Bengal,2024-02-21,148066766,6740,57,49090
West Bengal,2024-02-22,148066766,6786,63,51098
West Bengal,2024-02-23,148066766,6610,59,49843
West Bengal,2024-02-24,148066766,6183,55,51691
West Bengal,2024-02-25,148066766,6406,56,49411
West Bengal,2024-02-26,148066766,6808,61,51602
West Bengal,2024-02-27,148066766,6235,55,51567
West Bengal,2024-02-28,148066766,6224,60,49071
West Bengal,2024-02-29,148066766,6783,62,49536
Haryana,2024-01-01,139976395,8152,60,22212
Haryana,2024-01-02,139976395,8042,64,21815
Haryana,2024-01-03,139976395,8215,57,23874
Haryana,2024-01-04,139976395,7822,64,23931
Haryana,2024-01-05,139976395,8077,62,24207
Haryana,2024-01-06,139976395,8407,61,24466
Haryana,2024-01-07,139976395,7977,59,23602
Haryana,2024-01-08,139976395,8031,57,21148
Haryana,2024-01-09,139976395,7765,59,22689
Haryana,2024-01-10,139976395,8583,63,24600
Haryana,2024-01-11,139976395,7765,58,23758
Haryana,2024-01-12,139976395,7746,63,24331
Haryana,2024-01-13,139976395,8109,57,24188
Haryana,2024-01-14,139976395,8385,61,21637
Haryana,2024-01-15,139976395,8512,63,21240
Haryana,2024-01-16,139976395,8416,61,22844
Haryana,2024-01-17,139976395,7987,63,24640
Haryana,2024-01-18,139976395,8127,62,22648
Haryana,2024-01-19,139976395,8688,61,24255
Haryana,2024-01-20,139976395,8232,56,24007
Haryana,2024-01-21,139976395,7978,57,23155
Haryana,2024-01-22,139976395,8701,64,24743
Haryana,2024-01-23,139976395,8138,64,22599
Haryana,2024-01-24,139976395,7960,65,24870
Haryana,2024-01-25,139976395,8579,58,22033
Haryana,2024-01-26,139976395,7743,59,21643
Haryana,2024-01-27,139976395,8363,58,24778
Haryana,2024-01-28,139976395,8372,60,23839
Haryana,2024-01-29,139976395,7967,62,23051
Haryana,2024-01-30,139976395,8696,61,23874
Haryana,2024-01-31,139976395,7806,55,21074
Haryana,2024-02-01,139976395,8218,65,21052
Haryana,2024-02-02,139976395,7745,65,24477
Haryana,2024-02-03,139976395,8404,56,21630
Haryana,2024-02-04,139976395,7782,60,22665
Haryana,2024-02-05,139976395,7751,61,23243
Haryana,2024-02-06,139976395,8373,61,24970
Haryana,2024-02-07,139976395,8531,60,22076
Haryana,2024-02-08,139976395,8022,56,24174
Haryana,2024-02-09,139976395,8587,58,21456
Haryana,2024-02-10,139976395,7770,58,23689
Haryana,2024-02-11,139976395,8257,57,23283
Haryana,2024-02-12,139976395,8615,62,22113
Haryana,2024-02-13,139976395,8572,61,23242
Haryana,2024-02-14,139976395,8052,65,24184
Haryana,2024-02-15,139976395,8301,65,24291
Haryana,2024-02-16,139976395,8014,64,21816
Haryana,2024-02-17,139976395,8060,57,22476
Haryana,2024-02-18,139976395,7838,58,23625
Haryana,2024-02-19,139976395,8268,61,23517
Haryana,2024-02-20,139976395,7859,55,22505
Haryana,2024-02-21,139976395,8044,61,24385
Haryana,2024-02-22,139976395,8438,59,24181
Haryana,2024-02-23,139976395,8256,56,24715
Haryana,2024-02-24,139976395,7816,56,23498
Haryana,2024-02-25,139976395,8572,55,24383
Haryana,2024-02-26,139976395,8664,58,22810
Haryana,2024-02-27,139976395,8411,61,24737
Haryana,2024-02-28,139976395,8023,63,21036
Haryana,2024-02-29,139976395,8724,56,22676
Karnataka,2024-01-01,74913018,5895,72,31236
Karnataka,2024-01-02,74913018,6385,70,34451
Karnataka,2024-01-03,74913018,6622,80,31222
Karnataka,2024-01-04,74913018,6481,78,31875
Karnataka,2024-01-05,74913018,6130,77,33191
Karnataka,2024-01-06,74913018,6360,70,31770
Karnataka,2024-01-07,74913018,5969,80,33966
Karnataka,2024-01-08,74913018,5906,71,34120
Karnataka,2024-01-09,74913018,6016,79,33461
Karnataka,2024-01-10,74913018,6372,76,33992
Karnataka,2024-01-11,74913018,6447,78,32919
Karnataka,2024-01-12,74913018,5964,76,34477
Karnataka,2024-01-13,74913018,5801,79,31636
